SITE_ID,Week,Year,DATEOFF,Ca,Cl,HNO3,HNO3 PPB,K,Mg,Na,NH4,NO3,SO2,SO2 PPB,SO4,TNO3,DATEON
"CHA467","28","2023","7/18/2023 8:00:00 AM","0.353","0.015","0.941","0.365","0.094","0.053","0.144","0.395","0.481","0.208","0.079","1.228","1.407","7/11/2023"
"CHA467","29","2023","7/25/2023 8:00:00 AM","0.523","0.014","0.663","0.257","0.088","0.051","0.101","0.314","0.398","0.212","0.081","1.008","1.05","7/18/2023"
"CHA467","30","2023","8/01/2023 8:00:00 AM","0.444","0.014","0.811","0.315","0.058","0.039","0.084","0.248","0.377","0.21","0.08","0.793","1.175","7/25/2023"
"CHA467","31","2023","8/08/2023 8:00:00 AM","0.22","0.018","0.97","0.376","0.047","0.033","0.142","0.269","0.452","-","-","0.844","1.406","8/01/2023"
"CHA467","32","2023","8/15/2023 8:00:00 AM","0.135","0.014","0.806","0.313","0.029","0.02","0.069","0.225","0.271","-","-","0.66","1.064","8/08/2023"
"CHA467","33","2023","8/22/2023 8:00:00 AM","0.325","0.014","0.735","0.285","0.045","0.028","0.089","0.278","0.444","-","-","0.921","1.168","8/15/2023"
"CHA467","34","2023","8/29/2023 8:00:00 AM","0.401","0.014","0.656","0.255","0.046","0.029","0.066","0.276","0.364","-","-","0.801","1.009","8/22/2023"
"CHA467","35","2023","9/05/2023 8:00:00 AM","0.192","0.014","0.745","0.289","0.036","0.017","0.036","0.264","0.257","-","-","0.743","0.99","8/29/2023"
"CHA467","36","2023","9/12/2023 8:00:00 AM","0.264","0.014","0.695","0.27","0.042","0.022","0.047","0.352","0.232","-","-","1.082","0.916","9/05/2023"
"CHA467","37","2023","9/19/2023 8:00:00 AM","0.173","0.014","0.596","0.231","0.027","0.019","0.075","0.396","0.235","-","-","1.124","0.821","9/12/2023"
"CHA467","38","2023","9/26/2023 8:00:00 AM","0.136","0.024","0.434","0.168","0.028","0.022","0.111","0.502","0.274","-","-","1.427","0.701","9/19/2023"
"CHA467","39","2023","10/03/2023 8:00:00 AM","0.215","0.066","0.455","0.177","0.051","0.036","0.16","0.563","0.356","-","-","1.612","0.804","9/26/2023"
"CHA467","40","2023","10/10/2023 8:00:00 AM","0.303","0.013","0.438","0.17","0.038","0.025","0.059","0.24","0.286","-","-","0.619","0.717","10/03/2023"
"CHA467","41","2023","10/17/2023 8:00:00 AM","0.419","0.058","0.398","0.154","0.047","0.044","0.186","0.269","0.56","-","-","0.751","0.951","10/10/2023"
"CHA467","42","2023","10/24/2023 8:00:00 AM","0.357","0.016","0.539","0.209","0.039","0.026","0.053","0.25","0.252","-","-","0.598","0.783","10/17/2023"
"CHA467","43","2023","10/31/2023 8:00:00 AM","0.348","0.016","0.411","0.159","0.031","0.031","0.121","0.182","0.499","-","-","0.48","0.904","10/24/2023"
"CHA467","44","2023","11/07/2023 8:00:00 AM","0.238","0.016","0.353","0.137","0.024","0.016","0.02","0.192","0.176","-","-","0.464","0.524","10/31/2023"
"CHA467","45","2023","11/14/2023 8:00:00 AM","0.209","0.014","0.399","0.155","0.025","0.02","0.042","0.229","0.427","-","-","0.597","0.819","11/07/2023"
"CHA467","46","2023","11/21/2023 8:00:00 AM","0.169","0.012","0.288","0.112","0.016","0.011","0.015","0.091","0.152","-","-","0.233","0.436","11/14/2023"
"CHA467","47","2023","11/28/2023 8:00:00 AM","0.202","0.108","0.217","0.084","0.03","0.027","0.145","0.142","0.415","-","-","0.397","0.629","11/21/2023"
"CHA467","48","2023","12/05/2023 8:00:00 AM","0.154","0.013","0.33","0.128","0.026","0.019","0.081","0.17","0.434","-","-","0.465","0.759","11/28/2023"
"CHA467","49","2023","12/12/2023 8:00:00 AM","0.164","0.012","0.243","0.094","0.018","0.012","0.025","0.082","0.097","-","-","0.231","0.336","12/05/2023"
"CHA467","50","2023","12/19/2023 8:00:00 AM","0.144","0.016","0.228","0.088","0.021","0.012","0.036","0.101","0.149","-","-","0.238","0.373","12/12/2023"
"CHA467","51","2023","12/26/2023 8:00:00 AM","0.048","0.012","0.185","0.072","0.016","0.007","0.025","0.098","0.104","-","-","0.262","0.286","12/19/2023"
"CHA467","52","2023","1/02/2024 8:00:00 AM","0.079","0.015","0.247","0.096","0.023","0.009","0.034","0.087","0.158","-","-","0.224","0.401","12/26/2023"
"CHE185","27","2023","7/11/2023 8:00:00 AM","0.318","0.032","0.599","0.232","0.122","0.032","0.032","0.333","0.311","0.251","0.096","0.985","0.9","7/04/2023"
"CHE185","28","2023","7/18/2023 8:00:00 AM","0.301","0.032","0.709","0.275","0.093","0.061","0.271","0.314","0.5","0.389","0.148","1.404","1.198","7/11/2023"
"CHE185","29","2023","7/25/2023 8:00:00 AM","0.795","0.032","0.648","0.251","0.116","0.098","0.265","0.218","0.89","0.417","0.159","1.267","1.528","7/18/2023"
"CHE185","30","2023","8/01/2023 8:00:00 AM","0.831","0.032","1.216","0.472","0.107","0.087","0.252","0.401","0.633","0.715","0.273","1.851","1.829","7/25/2023"
"CHE185","31","2023","8/08/2023 8:00:00 AM","0.763","0.032","0.723","0.281","0.092","0.052","0.086","0.34","0.451","0.46","0.176","1.245","1.162","8/01/2023"
"CHE185","32","2023","8/15/2023 8:00:00 AM","0.273","0.032","0.657","0.255","0.085","0.047","0.241","0.242","0.359","0.419","0.16","1.281","1.006","8/08/2023"
"CHE185","33","2023","8/22/2023 8:00:00 AM","0.889","0.032","0.898","0.348","0.099","0.056","0.069","0.35","0.335","0.524","0.2","1.149","1.219","8/15/2023"
"CHE185","34","2023","8/29/2023 8:00:00 AM","0.951","0.031","0.891","0.346","0.128","0.071","0.104","0.356","0.44","0.359","0.137","1.683","1.317","8/22/2023"
"CHE185","35","2023","9/05/2023 8:00:00 AM","0.827","0.032","0.823","0.319","0.103","0.081","0.044","0.497","0.4","0.566","0.216","1.304","1.21","8/29/2023"
"CHE185","36","2023","9/12/2023 8:00:00 AM","0.803","0.033","0.623","0.242","0.106","0.055","0.07","0.262","0.345","0.361","0.138","0.9","0.957","9/05/2023"
"CHE185","37","2023","9/19/2023 8:00:00 AM","0.497","0.033","0.655","0.254","0.093","0.047","0.021","0.444","0.257","0.334","0.127","1.033","0.901","9/12/2023"
"CHE185","38","2023","9/26/2023 8:00:00 AM","0.114","0.032","0.746","0.289","0.102","0.02","0.052","0.328","0.063","0.282","0.108","1.155","0.797","9/19/2023"
"CHE185","39","2023","10/03/2023 8:00:00 AM","0.409","0.032","0.671","0.26","0.129","0.037","0.028","0.458","0.215","0.322","0.123","1.337","0.875","9/26/2023"
"CHE185","40","2023","10/10/2023 8:00:00 AM","0.694","0.033","0.437","0.17","0.081","0.042","0.051","0.166","0.288","0.32","0.122","0.503","0.717","10/03/2023"
"CHE185","41","2023","10/17/2023 8:00:00 AM","0.717","0.033","0.327","0.127","0.062","0.039","0.023","0.136","0.335","0.257","0.098","0.437","0.658","10/10/2023"
"CHE185","42","2023","10/24/2023 8:00:00 AM","1.057","0.033","0.489","0.19","0.087","0.069","0.047","0.197","0.445","0.471","0.18","0.622","0.926","10/17/2023"
"CHE185","43","2023","10/31/2023 8:00:00 AM","0.137","0.068","0.174","0.068","0.057","0.025","0.154","0.323","0.556","0.223","0.085","0.832","0.728","10/24/2023"
"CHE185","44","2023","11/07/2023 8:00:00 AM","0.449","0.098","0.688","0.267","0.074","0.054","0.284","0.418","0.909","0.658","0.251","1.217","1.586","10/31/2023"
"CHE185","45","2023","11/14/2023 8:00:00 AM","1.111","0.035","0.429","0.166","0.076","0.093","0.11","0.223","0.74","0.529","0.202","0.933","1.162","11/07/2023"
"CHE185","46","2023","11/21/2023 8:00:00 AM","0.875","0.039","0.523","0.203","0.073","0.049","0.021","0.275","1.011","0.419","0.16","0.807","1.526","11/14/2023"
"CHE185","47","2023","11/28/2023 8:00:00 AM","0.314","0.034","0.551","0.214","0.062","0.027","0.031","0.424","1.151","0.497","0.19","0.703","1.693","11/21/2023"
"CHE185","48","2023","12/05/2023 8:00:00 AM","0.348","0.034","0.515","0.2","0.077","0.016","0.024","0.326","0.901","0.454","0.173","0.558","1.407","11/28/2023"
"CHE185","49","2023","12/12/2023 8:00:00 AM","0.488","0.038","0.452","0.175","0.055","0.031","0.088","0.24","0.615","0.553","0.211","0.55","1.059","12/05/2023"
"CHE185","50","2023","12/19/2023 8:00:00 AM","0.224","0.034","0.698","0.271","0.067","0.015","0.022","0.19","0.569","0.637","0.243","0.467","1.256","12/12/2023"
"CHE185","51","2023","12/26/2023 8:00:00 AM","0.102","0.11","0.463","0.18","0.076","0.03","0.171","0.503","1.003","0.505","0.193","0.888","1.459","12/19/2023"
"CHE185","52","2023","1/02/2024 8:00:00 AM","0.221","0.039","0.308","0.12","0.057","0.013","0.019","0.654","1.452","0.361","0.138","0.743","1.754","12/26/2023"
"CKT136","27","2023","7/11/2023 8:00:00 AM","0.095","0.035","0.579","0.225","0.09","0.02","0.011","0.4","0.114","0.322","0.123","0.953","0.684","7/04/2023"
"CKT136","28","2023","7/18/2023 8:00:00 AM","0.14","0.03","0.544","0.211","0.09","0.024","0.027","0.416","0.095","0.236","0.09","1.098","0.63","7/11/2023"
"CKT136","29","2023","7/25/2023 8:00:00 AM","0.172","0.036","0.565","0.219","0.06","0.032","0.018","0.419","0.192","0.327","0.125","1.058","0.748","7/18/2023"
"CKT136","30","2023","8/01/2023 8:00:00 AM","0.196","0.027","0.623","0.242","0.077","0.028","0.023","0.353","0.052","0.381","0.145","1.089","0.665","7/25/2023"
"CKT136","31","2023","8/08/2023 8:00:00 AM","0.121","0.037","0.431","0.167","0.066","0.021","0.02","0.424","0.118","0.287","0.11","1.064","0.542","8/01/2023"
"CKT136","32","2023","8/15/2023 8:00:00 AM","0.09","0.03","0.322","0.125","0.059","0.014","0.018","0.389","0.123","0.219","0.084","1.088","0.44","8/08/2023"
"CKT136","33","2023","8/22/2023 8:00:00 AM","0.171","0.034","0.432","0.168","0.063","0.022","0.009","0.374","0.172","0.32","0.122","0.794","0.597","8/15/2023"
"CKT136","34","2023","8/29/2023 8:00:00 AM","0.252","0.031","0.589","0.229","0.097","0.038","0.015","0.612","0.241","0.436","0.166","1.857","0.82","8/22/2023"
"CKT136","35","2023","9/05/2023 8:00:00 AM","0.139","0.028","0.514","0.199","0.05","0.022","0.017","0.429","0.133","0.325","0.124","1.172","0.639","8/29/2023"
"CKT136","36","2023","9/12/2023 8:00:00 AM","0.174","0.031","0.683","0.265","0.057","0.03","0.054","0.705","0.115","0.406","0.155","2.202","0.787","9/05/2023"
"CKT136","37","2023","9/19/2023 8:00:00 AM","0.193","0.037","0.548","0.213","0.048","0.035","0.021","0.472","0.158","0.478","0.182","1.318","0.698","9/12/2023"
"CKT136","38","2023","9/26/2023 8:00:00 AM","0.181","0.037","0.4","0.155","0.043","0.026","0.017","0.472","0.252","0.499","0.19","1.333","0.646","9/19/2023"
"CKT136","39","2023","10/03/2023 8:00:00 AM","0.12","0.028","0.468","0.182","0.043","0.016","0.009","0.519","0.102","0.411","0.157","1.526","0.563","9/26/2023"
"CKT136","40","2023","10/10/2023 8:00:00 AM","0.396","0.029","0.307","0.119","0.057","0.046","0.014","0.265","0.276","0.289","0.11","0.717","0.579","10/03/2023"
"CKT136","41","2023","10/17/2023 8:00:00 AM","0.334","0.036","0.348","0.135","0.057","0.032","0.018","0.292","0.448","0.385","0.147","0.721","0.791","10/10/2023"
"CKT136","42","2023","10/24/2023 8:00:00 AM","0.143","0.034","0.405","0.157","0.043","0.021","0.01","0.237","0.171","0.257","0.098","0.604","0.57","10/17/2023"
"CKT136","43","2023","10/31/2023 8:00:00 AM","0.127","0.385","0.195","0.076","0.054","0.065","0.483","0.224","0.732","0.21","0.08","0.743","0.924","10/24/2023"
"CKT136","44","2023","11/07/2023 8:00:00 AM","0.264","0.03","0.939","0.364","0.063","0.035","0.061","0.359","0.377","0.562","0.214","0.836","1.301","10/31/2023"
"CKT136","45","2023","11/14/2023 8:00:00 AM","0.455","0.037","1.042","0.404","0.07","0.079","0.109","0.506","0.809","0.927","0.354","1.171","1.834","11/07/2023"
"CKT136","46","2023","11/21/2023 8:00:00 AM","0.158","0.03","0.583","0.226","0.047","0.032","0.094","0.283","0.511","0.523","0.2","0.668","1.085","11/14/2023"
"CKT136","47","2023","11/28/2023 8:00:00 AM","0.142","0.038","0.719","0.279","0.038","0.02","0.027","0.661","0.936","0.683","0.261","1.23","1.643","11/21/2023"
"CKT136","48","2023","12/05/2023 8:00:00 AM","0.198","0.032","0.651","0.253","0.044","0.016","0.021","0.336","0.573","0.316","0.121","0.916","1.213","11/28/2023"
"CKT136","49","2023","12/12/2023 8:00:00 AM","0.096","0.035","0.577","0.224","0.03","0.012","0.023","0.288","0.341","0.413","0.158","0.756","0.909","12/05/2023"
"CKT136","50","2023","12/19/2023 8:00:00 AM","0.2","0.033","1.069","0.415","0.029","0.023","0.034","0.176","0.398","0.783","0.299","0.502","1.45","12/12/2023"
"CKT136","51","2023","12/26/2023 8:00:00 AM","0.117","0.091","0.814","0.316","0.051","0.029","0.155","0.177","0.469","0.538","0.205","0.473","1.27","12/19/2023"
"CKT136","52","2023","1/02/2024 8:00:00 AM","-","-","-","-","-","-","-","-","-","-","-","-","-","12/26/2023"
"CND125","27","2023","7/11/2023 8:00:00 AM","0.037","0.032","0.472","0.183","0.145","0.017","0.014","0.314","0.057","0.21","0.08","0.916","0.521","7/04/2023"
"CND125","28","2023","7/18/2023 8:00:00 AM","0.063","0.033","0.454","0.176","0.112","0.016","0.045","0.459","0.098","0.232","0.089","1.053","0.544","7/11/2023"
"CND125","29","2023","7/25/2023 8:00:00 AM","0.108","0.033","0.672","0.261","0.101","0.023","0.03","0.398","0.07","0.311","0.119","1.094","0.731","7/18/2023"
"CND125","30","2023","8/01/2023 8:00:00 AM","-","-","-","-","-","-","-","-","-","-","-","-","-","7/25/2023"
"CND125","31","2023","8/08/2023 8:00:00 AM","-","-","-","-","-","-","-","-","-","-","-","-","-","8/01/2023"
"CND125","32","2023","8/15/2023 8:00:00 AM","-","-","-","-","-","-","-","-","-","-","-","-","-","8/08/2023"
"CND125","33","2023","8/22/2023 8:00:00 AM","0.161","0.033","0.716","0.278","0.081","0.034","0.059","0.373","0.106","0.31","0.118","1.121","0.811","8/15/2023"
"CND125","34","2023","8/29/2023 8:00:00 AM","0.195","0.04","1.046","0.406","0.102","0.043","0.106","0.535","0.178","0.476","0.182","1.573","1.208","8/22/2023"
"CND125","35","2023","9/05/2023 8:00:00 AM","0.062","0.033","0.57","0.221","0.064","0.023","0.088","0.29","0.118","0.361","0.138","0.85","0.678","8/29/2023"
"CND125","36","2023","9/12/2023 8:00:00 AM","0.073","0.033","0.535","0.208","0.072","0.021","0.072","0.333","0.059","0.333","0.127","1.061","0.585","9/05/2023"
"CND125","37","2023","9/19/2023 8:00:00 AM","0.078","0.033","0.424","0.165","0.085","0.036","0.031","0.309","0.146","0.274","0.105","0.93","0.563","9/12/2023"
"CND125","38","2023","9/26/2023 8:00:00 AM","0.083","0.033","0.537","0.208","0.069","0.028","0.056","0.383","0.166","0.275","0.105","1.095","0.694","9/19/2023"
"CND125","39","2023","10/03/2023 8:00:00 AM","0.056","0.033","0.319","0.124","0.056","0.041","0.186","0.157","0.305","0.158","0.06","0.523","0.619","9/26/2023"
"CND125","40","2023","10/10/2023 8:00:00 AM","0.152","0.076","0.407","0.158","0.078","0.062","0.297","0.199","0.388","0.261","0.1","0.796","0.788","10/03/2023"
"CND125","41","2023","10/17/2023 8:00:00 AM","0.139","0.034","0.424","0.165","0.067","0.019","0.027","0.226","0.145","0.274","0.105","0.586","0.562","10/10/2023"
"CND125","42","2023","10/24/2023 8:00:00 AM","0.085","0.034","0.334","0.13","0.057","0.016","0.016","0.226","0.114","0.279","0.106","0.566","0.442","10/17/2023"
"CND125","43","2023","10/31/2023 8:00:00 AM","0.096","0.2","0.322","0.125","0.068","0.08","0.599","0.099","0.698","0.298","0.114","0.795","1.015","10/24/2023"
"CND125","44","2023","11/07/2023 8:00:00 AM","0.169","0.029","0.897","0.348","0.077","0.029","0.074","0.419","0.287","0.456","0.174","0.995","1.17","10/31/2023"
"CND125","45","2023","11/14/2023 8:00:00 AM","0.214","0.039","0.655","0.254","0.087","0.042","0.098","0.526","0.617","0.442","0.169","1.119","1.262","11/07/2023"
"CND125","46","2023","11/21/2023 8:00:00 AM","-","-","-","-","-","-","-","-","-","-","-","-","-","11/14/2023"
"CND125","47","2023","11/28/2023 8:00:00 AM","0.06","0.044","0.334","0.13","0.057","0.025","0.145","0.34","0.573","0.355","0.135","0.862","0.902","11/21/2023"
"CND125","48","2023","12/05/2023 8:00:00 AM","0.122","0.035","0.676","0.262","0.061","0.026","0.137","0.296","0.414","0.394","0.15","0.874","1.079","11/28/2023"
"CND125","49","2023","12/12/2023 8:00:00 AM","0.058","0.049","0.53","0.206","0.054","0.021","0.129","0.296","0.443","0.427","0.163","0.7","0.965","12/05/2023"
"CND125","50","2023","12/19/2023 8:00:00 AM","0.087","0.034","0.722","0.28","0.043","0.016","0.024","0.166","0.258","0.582","0.222","0.39","0.968","12/12/2023"
"CND125","51","2023","12/26/2023 8:00:00 AM","0.088","0.22","0.568","0.22","0.068","0.042","0.23","0.219","0.543","0.578","0.221","0.544","1.102","12/19/2023"
"CND125","52","2023","1/02/2024 8:00:00 AM","-","-","-","-","-","-","-","-","-","-","-","-","-","12/26/2023"
"CNT169","27","2023","7/11/2023 8:00:00 AM","0.126","0.012","0.325","0.126","0.033","0.019","0.032","0.211","0.107","0.189","0.072","0.453","0.426","7/04/2023"
"CNT169","28","2023","7/18/2023 8:00:00 AM","0.153","0.012","0.326","0.126","0.025","0.022","0.034","0.178","0.113","0.206","0.079","0.369","0.433","7/11/2023"
"CNT169","29","2023","7/25/2023 8:00:00 AM","0.107","0.012","0.333","0.129","0.021","0.016","0.027","0.191","0.086","0.124","0.047","0.424","0.413","7/18/2023"
"CNT169","30","2023","8/01/2023 8:00:00 AM","0.127","0.012","0.387","0.15","0.027","0.02","0.036","0.2","0.151","0.139","0.053","0.484","0.531","7/25/2023"
"CNT169","31","2023","8/08/2023 8:00:00 AM","0.062","0.012","0.31","0.12","0.02","0.01","0.021","0.158","0.1","0.104","0.04","0.321","0.405","8/01/2023"
"CNT169","32","2023","8/15/2023 8:00:00 AM","0.108","0.012","0.271","0.105","0.019","0.018","0.021","0.17","0.098","0.186","0.071","0.333","0.365","8/08/2023"
"CNT169","33","2023","8/22/2023 8:00:00 AM","0.202","0.012","0.359","0.139","0.027","0.022","0.026","0.182","0.137","0.182","0.069","0.404","0.491","8/15/2023"
"CNT169","34","2023","8/29/2023 8:00:00 AM","0.064","0.012","0.22","0.085","0.018","0.009","0.008","0.09","0.032","0.079","0.03","0.324","0.249","8/22/2023"
"CNT169","35","2023","9/05/2023 8:00:00 AM","0.105","0.013","0.275","0.107","0.017","0.015","0.024","0.088","0.096","0.149","0.057","0.312","0.366","8/29/2023"
"CNT169","36","2023","9/12/2023 8:00:00 AM","0.093","0.012","0.3","0.116","0.014","0.015","0.023","0.11","0.09","0.183","0.07","0.305","0.385","9/05/2023"
"CNT169","37","2023","9/19/2023 8:00:00 AM","0.075","0.012","0.238","0.092","0.015","0.012","0.012","0.178","0.079","0.163","0.062","0.412","0.313","9/12/2023"
"CNT169","38","2023","9/26/2023 8:00:00 AM","0.08","0.012","0.191","0.074","0.013","0.012","0.023","0.142","0.114","0.133","0.051","0.312","0.301","9/19/2023"
"CNT169","39","2023","10/03/2023 8:00:00 AM","-","-","0.192","0.074","-","-","-","-","-","-","-","-","-","9/26/2023"
"CNT169","40","2023","10/10/2023 8:00:00 AM","0.036","0.012","0.136","0.053","0.008","0.006","0.007","0.067","0.031","0.134","0.051","0.136","0.164","10/03/2023"
"CNT169","41","2023","10/17/2023 8:00:00 AM","0.041","0.012","0.171","0.066","0.007","0.005","0.007","0.091","0.039","0.145","0.055","0.209","0.207","10/10/2023"
"CNT169","42","2023","10/24/2023 8:00:00 AM","0.082","0.012","0.198","0.077","0.011","0.012","0.024","0.098","0.104","0.153","0.058","0.205","0.299","10/17/2023"
"CNT169","43","2023","10/31/2023 8:00:00 AM","0.069","0.012","0.114","0.044","0.012","0.011","0.032","0.152","0.183","0.151","0.058","0.353","0.295","10/24/2023"
"CNT169","44","2023","11/07/2023 8:00:00 AM","0.089","0.012","0.238","0.092","0.011","0.012","0.014","0.097","0.077","0.157","0.06","0.21","0.311","10/31/2023"
"CNT169","45","2023","11/14/2023 8:00:00 AM","0.053","0.013","0.157","0.061","0.008","0.007","0.007","0.109","0.066","0.131","0.05","0.272","0.22","11/07/2023"
"CNT169","46","2023","11/21/2023 8:00:00 AM","0.028","0.012","0.14","0.054","0.007","0.004","0.004","0.084","0.053","0.128","0.049","0.197","0.191","11/14/2023"
"CNT169","47","2023","11/28/2023 8:00:00 AM","0.016","0.013","0.103","0.04","0.006","0.002","0.004","0.092","0.058","0.107","0.041","0.217","0.16","11/21/2023"
"CNT169","48","2023","12/05/2023 8:00:00 AM","0.006","0.012","0.061","0.024","0.004","0.002","0.003","0.053","0.024","0.078","0.03","0.122","0.084","11/28/2023"
"CNT169","49","2023","12/12/2023 8:00:00 AM","0.008","0.013","0.079","0.031","0.004","0.002","0.003","0.036","0.022","0.108","0.041","0.086","0.1","12/05/2023"
"CNT169","50","2023","12/19/2023 8:00:00 AM","0.011","0.012","0.231","0.09","0.004","0.002","0.003","0.042","0.023","0.13","0.05","0.123","0.251","12/12/2023"
"CNT169","51","2023","12/26/2023 8:00:00 AM","0.014","0.013","0.21","0.081","0.007","0.002","0.005","0.069","0.047","0.165","0.063","0.153","0.254","12/19/2023"
"CNT169","52","2023","1/02/2024 8:00:00 AM","0.007","0.012","0.155","0.06","0.004","0.002","0.003","0.029","0.023","0.107","0.041","0.065","0.175","12/26/2023"
"COW137","27","2023","7/11/2023 8:00:00 AM","0.032","0.034","0.132","0.051","0.086","0.008","0.01","0.283","0.06","0.183","0.07","0.659","0.19","7/04/2023"
"COW137","28","2023","7/18/2023 8:00:00 AM","0.052","0.031","0.286","0.111","0.125","0.012","0.04","0.413","0.055","0.174","0.066","1.026","0.336","7/11/2023"
"COW137","29","2023","7/25/2023 8:00:00 AM","0.061","0.031","0.157","0.061","0.089","0.013","0.011","0.255","0.071","0.172","0.066","0.679","0.226","7/18/2023"
"COW137","30","2023","8/01/2023 8:00:00 AM","0.07","0.032","0.19","0.074","0.081","0.012","0.008","0.332","0.06","0.2","0.076","0.775","0.247","7/25/2023"
"COW137","31","2023","8/08/2023 8:00:00 AM","0.046","0.031","0.196","0.076","0.084","0.013","0.031","0.267","0.08","0.144","0.055","0.761","0.272","8/01/2023"
"COW137","32","2023","8/15/2023 8:00:00 AM","0.04","0.031","0.092","0.036","0.08","0.011","0.04","0.235","0.107","0.134","0.051","0.666","0.198","8/08/2023"
"COW137","33","2023","8/22/2023 8:00:00 AM","0.076","0.031","0.219","0.085","0.073","0.014","0.009","0.309","0.079","0.163","0.062","0.806","0.294","8/15/2023"
"COW137","34","2023","8/29/2023 8:00:00 AM","0.114","0.031","0.265","0.103","0.081","0.017","0.017","0.417","0.064","0.128","0.049","1.158","0.325","8/22/2023"
"COW137","35","2023","9/05/2023 8:00:00 AM","0.043","0.031","0.208","0.081","0.063","0.01","0.008","0.271","0.055","0.181","0.069","0.682","0.26","8/29/2023"
"COW137","36","2023","9/12/2023 8:00:00 AM","0.031","0.032","0.136","0.053","0.061","0.013","0.051","0.255","0.079","0.161","0.061","0.704","0.213","9/05/2023"
"COW137","37","2023","9/19/2023 8:00:00 AM","0.056","0.031","0.18","0.07","0.077","0.012","0.012","0.327","0.065","0.16","0.061","0.943","0.242","9/12/2023"
"COW137","38","2023","9/26/2023 8:00:00 AM","0.052","0.031","0.198","0.077","0.055","0.009","0.008","0.294","0.056","0.166","0.063","0.829","0.25","9/19/2023"
"COW137","39","2023","10/03/2023 8:00:00 AM","0.049","0.031","0.164","0.064","0.059","0.011","0.008","0.205","0.062","0.131","0.05","0.677","0.224","9/26/2023"
"COW137","40","2023","10/10/2023 8:00:00 AM","0.119","0.032","0.183","0.071","0.056","0.02","0.03","0.235","0.099","0.167","0.064","0.646","0.28","10/03/2023"
"COW137","41","2023","10/17/2023 8:00:00 AM","0.072","0.032","0.133","0.052","0.033","0.008","0.009","0.164","0.075","0.209","0.08","0.351","0.206","10/10/2023"
"COW137","42","2023","10/24/2023 8:00:00 AM","0.145","0.032","0.195","0.076","0.045","0.021","0.008","0.141","0.064","0.197","0.075","0.445","0.256","10/17/2023"
"COW137","43","2023","10/31/2023 8:00:00 AM","0.052","0.192","0.123","0.048","0.044","0.048","0.398","0.111","0.416","0.134","0.051","0.638","0.536","10/24/2023"
"COW137","44","2023","11/07/2023 8:00:00 AM","0.097","0.038","0.423","0.164","0.052","0.018","0.052","0.254","0.11","0.262","0.1","0.682","0.526","10/31/2023"
"COW137","45","2023","11/14/2023 8:00:00 AM","0.093","0.032","0.259","0.1","0.059","0.02","0.068","0.234","0.08","0.133","0.051","0.782","0.334","11/07/2023"
"COW137","46","2023","11/21/2023 8:00:00 AM","0.087","0.311","0.174","0.068","0.051","0.048","0.315","0.165","0.44","0.194","0.074","0.598","0.61","11/14/2023"
"COW137","47","2023","11/28/2023 8:00:00 AM","0.039","0.041","0.234","0.091","0.036","0.009","0.02","0.275","0.22","0.23","0.088","0.609","0.45","11/21/2023"
"COW137","48","2023","12/05/2023 8:00:00 AM","0.093","0.033","0.15","0.058","0.043","0.008","0.018","0.162","0.123","0.202","0.077","0.463","0.271","11/28/2023"
"COW137","49","2023","12/12/2023 8:00:00 AM","0.033","0.033","0.115","0.045","0.031","0.005","0.017","0.159","0.088","0.216","0.082","0.434","0.201","12/05/2023"
"COW137","50","2023","12/19/2023 8:00:00 AM","0.034","0.033","0.062","0.024","0.027","0.007","0.036","0.112","0.111","0.216","0.082","0.353","0.173","12/12/2023"
"COW137","51","2023","12/26/2023 8:00:00 AM","0.052","0.115","0.09","0.035","0.049","0.019","0.111","0.124","0.195","0.188","0.072","0.312","0.284","12/19/2023"
"COW137","52","2023","1/02/2024 8:00:00 AM","-","-","-","-","-","-","-","-","-","-","-","-","-","12/26/2023"
"CTH110","27","2023","7/11/2023 8:00:00 AM","0.144","0.037","0.633","0.246","0.106","0.026","0.011","0.462","0.177","0.295","0.113","0.963","0.801","7/04/2023"
"CTH110","28","2023","7/18/2023 8:00:00 AM","0.154","0.032","0.591","0.229","0.097","0.026","0.009","0.55","0.165","0.219","0.084","1.174","0.746","7/11/2023"
"CTH110","29","2023","7/25/2023 8:00:00 AM","0.119","0.033","0.419","0.163","0.066","0.02","0.008","0.388","0.109","0.328","0.125","0.763","0.521","7/18/2023"
"CTH110","30","2023","8/01/2023 8:00:00 AM","0.099","0.032","0.451","0.175","0.063","0.018","0.008","0.385","0.092","0.287","0.11","0.889","0.536","7/25/2023"
"CTH110","31","2023","8/08/2023 8:00:00 AM","0.119","0.033","0.446","0.173","0.06","0.017","0.01","0.351","0.101","0.233","0.089","0.762","0.54","8/01/2023"
"CTH110","32","2023","8/15/2023 8:00:00 AM","0.085","0.032","0.239","0.093","0.057","0.015","0.011","0.305","0.114","0.262","0.1","0.67","0.35","8/08/2023"
"CTH110","33","2023","8/22/2023 8:00:00 AM","0.145","0.032","0.255","0.099","0.063","0.021","0.009","0.341","0.23","0.285","0.109","0.606","0.481","8/15/2023"
"CTH110","34","2023","8/29/2023 8:00:00 AM","0.094","0.032","0.255","0.099","0.042","0.016","0.013","0.246","0.198","0.142","0.054","0.538","0.45","8/22/2023"
